account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Conto Unicredit;TRANSFER;EUR;-20,00;-20,00;Spese;CASH;Contanti;;2019-09-25 23:30:00;;;;0;true;;;20001;false
Conto Unicredit;Telefono;EUR;-10,00;-10,00;Spese;CASH;Contanti;Telefono Nik;2019-09-25 12:00:00;;;;0;false;;;7001;false
Contanti;Ristoranti & Fast-food;EUR;-21,60;-21,60;Spese;VOUCHER;Coupon;Cinese;2019-09-24 21:13:06;;;;0;false;;;1001;false
Contanti;Spesa;EUR;-65,35;-65,35;Spese;CASH;Contanti;Spesa con ticket;2019-09-24 20:02:07;;;;0;false;;;1000;false
Conto Arancio;Spesa;EUR;-7,18;-7,18;Spese;DEBIT_CARD;Carta di debito;Spesa;2019-09-24 20:01:15;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Pranzo Gaia;2019-09-24 18:52:48;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-7,00;-7,00;Spese;CASH;Contanti;Piadina Bar Bass Kalpa;2019-09-24 12:41:12;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-2,60;-2,60;Spese;CASH;Contanti;Caffe kalpa;2019-09-24 12:36:31;;;;0;false;;;1002;false
Contanti;TRANSFER;EUR;-70,00;-70,00;Spese;TRANSFER;Bonifico bancario;;2019-09-24 00:22:30;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;70,00;70,00;Entrata;TRANSFER;Bonifico bancario;;2019-09-24 00:22:30;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-5,00;-5,00;Spese;CASH;Contanti;Gelato;2019-09-21 18:14:52;;;;0;false;;;1002;false
Contanti;Casa & Giardino;EUR;-40,59;-40,59;Spese;CASH;Contanti;Brico casa;2019-09-21 18:14:24;;;;0;false;;;2004;false
Conto Arancio;Salute;EUR;-22,00;-22,00;Spese;TRANSFER;Bonifico bancario;Farmacia;2019-09-19 19:26:30;;;;0;false;;;6000;false
Conto Arancio;Spesa;EUR;-39,49;-39,49;Spese;DEBIT_CARD;Carta di debito;Spesa;2019-09-19 19:25:51;;;;0;false;;;1000;false
Contanti;Ristoranti & Fast-food;EUR;-7,00;-7,00;Spese;CASH;Contanti;Pranzo Gaia;2019-09-17 17:21:18;;;;0;false;;;1001;false
Contanti;Spesa;EUR;-16,44;-16,44;Spese;CASH;Contanti;Spesa con ticket;2019-09-15 16:53:08;;;;0;false;;;1000;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2019-09-15 12:00:00;;;;0;false;;;2004;false
Conto Unicredit;Regali;EUR;-200,00;-200,00;Spese;TRANSFER;Bonifico bancario;Regalo matrimonio Vera Daniele;2019-09-11 22:28:41;;;;0;false;;;2007;false
Contanti;Spesa;EUR;-35,00;-35,00;Spese;CASH;Contanti;Spesa con ticket;2019-09-11 22:28:18;;;;0;false;;;1000;false
Conto Unicredit;Energia & Utenze;EUR;-40,00;-40,00;Spese;CASH;Contanti;Bolletta internet;2019-09-11 12:00:13;;;;0;false;;;3002;false
Conto Arancio;Stipendio;EUR;946,00;946,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2019-09-10 19:16:59;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1473,07;1473,07;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2019-09-10 18:52:23;;;;0;false;;;10000;false
Conto Arancio;Salute;EUR;-55,00;-55,00;Spese;DEBIT_CARD;Carta di debito;Visita Eco Gaia;2019-09-10 18:48:19;;;;0;false;;;6000;false
Contanti;Stipendio;EUR;49,00;49,00;Entrata;CASH;Contanti;Stipendio Niccolò Ticket;2019-09-10 17:18:43;;;;0;false;;;10000;false
Contanti;Casa & Giardino;EUR;-15,00;-15,00;Spese;CASH;Contanti;Portaombrelli;2019-09-08 19:00:00;;;;0;false;;;2004;false
Contanti;Bar & Locali;EUR;-15,35;-15,35;Spese;CASH;Contanti;Pasticcini cena pizza;2019-09-07 23:56:55;;;;0;false;;;1002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-26,00;-26,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza con mamma e papà;2019-09-07 23:56:52;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-6,50;-6,50;Spese;CASH;Contanti;Merenda Autodromo;2019-09-07 21:23:20;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-17,50;-17,50;Spese;TRANSFER;Bonifico bancario;Pranzo autodromo Monza;2019-09-07 14:05:01;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-7,50;-7,50;Spese;CASH;Contanti;Pranzo Gaia;2019-09-03 12:30:22;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-4,60;-4,60;Spese;CASH;Contanti;Merenda lavoro Gaia;2019-09-02 22:33:28;;;;0;false;;;1002;false
Contanti;Trasporto pubblico;EUR;-50,00;-50,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento ATM settembre Gaia;2019-09-01 21:54:05;;;;0;false;;;4000;false
Contanti;Regali;EUR;-22,95;-22,95;Spese;CASH;Contanti;Cioccolatini per fisioterapia Gaia;2019-09-01 18:39:55;;;;0;false;;;2007;false
Conto Unicredit;Servizi;EUR;-508,71;-508,71;Spese;CASH;Contanti;Spese condominiali 2018/2019 5 rata;2019-09-01 12:00:39;;;;0;false;;;3003;false
Conto Unicredit;Tariffe, tasse;EUR;-3,00;-3,00;Spese;CASH;Contanti;Tassa conto corrente;2019-09-01 12:00:00;;;;0;false;;;8005;false
Conto Unicredit;Mutuo;EUR;-477,96;-477,96;Spese;DEBIT_CARD;Carta di debito;Mutuo;2019-09-01 12:00:00;;;;0;false;;;3001;false
Contanti;Parcheggio;EUR;-1,00;-1,00;Spese;CASH;Contanti;Parcheggio Porto Ceresio;2019-08-31 22:14:48;;;;0;false;;;5001;false
Contanti;TRANSFER;EUR;20,00;20,00;Entrata;CREDIT_CARD;Carta di credito;;2019-08-31 11:17:07;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-20,00;-20,00;Spese;CREDIT_CARD;Carta di credito;;2019-08-31 11:17:07;;;;0;true;;;20001;false
Contanti;Ristoranti & Fast-food;EUR;-32,40;-32,40;Spese;CASH;Contanti;Cena da McDonald's;2019-08-30 22:39:00;;;;0;false;;;1001;false
Contanti;Ristoranti & Fast-food;EUR;-10,00;-10,00;Spese;CASH;Contanti;Pizza Gaia da Sara;2019-08-30 08:46:38;;;;0;false;;;1001;false
Contanti;Abbigliamento & Scarpe;EUR;-7,90;-7,90;Spese;CASH;Contanti;Tintoria;2019-08-29 19:14:40;;;;0;false;;;2000;false
Contanti;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;CASH;Contanti;Estetista;2019-08-29 19:14:02;;;;0;false;;;2002;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2019-08-29 19:03:13;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-2,50;-2,50;Spese;CASH;Contanti;Colazione Gaia;2019-08-28 18:24:56;;;;0;false;;;1002;false
Conto Unicredit;Telefono;EUR;-16,97;-16,97;Spese;CREDIT_CARD;Carta di credito;Telefono Gaia;2019-08-28 09:42:21;;;;0;false;;;7001;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;TRANSFER;Bonifico bancario;Abbonamento Spotify;2019-08-28 00:54:30;;;;0;false;;;6007;false
Conto Unicredit;Energia & Utenze;EUR;-63,78;-63,78;Spese;TRANSFER;Bonifico bancario;Bolletta Luce;2019-08-27 23:37:03;;;;0;false;;;3002;false
Contanti;Altro;EUR;96,40;96,40;Entrata;CASH;Contanti;Ribilanciamento contanti;2019-08-27 22:44:55;;;;0;false;;;11000;false
Contanti;TRANSFER;EUR;200,00;200,00;Entrata;DEBIT_CARD;Carta di debito;;2019-08-27 22:12:39;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-200,00;-200,00;Spese;DEBIT_CARD;Carta di debito;;2019-08-27 22:12:39;;;;0;true;;;20001;false
Conto Unicredit;Viaggi;EUR;-16,00;-16,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Checkin Valencia;2019-08-27 21:58:55;;;;0;false;;;4002;false
Contanti;Trasporto pubblico;EUR;-2,00;-2,00;Spese;CASH;Contanti;Metro lavoro Gaia;2019-08-27 19:08:55;;;;0;false;;;4000;false
Contanti;Altro;CAD;-3,62;-2,43;Spese;CASH;Contanti;Dollari Canadesi;2019-08-27 08:20:07;;;;0;false;;;11000;false
Conto Arancio;Spesa;EUR;-18,28;-18,28;Spese;DEBIT_CARD;Carta di debito;Spesa;2019-08-26 21:38:19;;;;0;false;;;1000;false
Conto Unicredit;Spesa;EUR;-32,83;-32,83;Spese;DEBIT_CARD;Carta di debito;Spesa;2019-08-26 21:37:42;;;;0;false;;;1000;false
Contanti;Spesa;EUR;-98,00;-98,00;Spese;VOUCHER;Coupon;Spesa con ticket;2019-08-26 21:37:14;;;;0;false;;;1000;false
Contanti;Ristoranti & Fast-food;EUR;-2,70;-2,70;Spese;CASH;Contanti;Pranzo lavoro;2019-08-26 17:56:00;;;;0;false;;;1001;false
Conto Unicredit;Vacanze & Alberghi;EUR;-95,00;-95,00;Spese;TRANSFER;Bonifico bancario;Rimborso spese Canada;2019-08-26 11:09:53;;;;0;false;;;6009;false
Contanti;Bar & Locali;EUR;-0,80;-0,80;Spese;CASH;Contanti;Caffe kalpa;2019-08-26 11:08:46;;;;0;false;;;1002;false
Conto Unicredit;Telefono;EUR;-10,00;-10,00;Spese;TRANSFER;Bonifico bancario;Telefono Nik;2019-08-26 00:52:22;;;;0;false;;;7001;false
Contanti;TRANSFER;EUR;40,38;40,38;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 21:31:58;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-40,38;-40,38;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 21:31:58;;;;0;true;;;20001;false
Contanti;TRANSFER;GBP;-36,84;-40,38;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 21:31:09;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;40,38;40,38;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 21:31:09;;;;0;true;;;20001;false
Contanti;TRANSFER;EUR;70,27;70,27;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 12:26:30;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-70,27;-70,27;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 12:26:30;;;;0;true;;;20001;false
Contanti;TRANSFER;CAD;-104,55;-70,27;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 12:23:20;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;70,27;70,27;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 12:23:20;;;;0;true;;;20001;false
Contanti;Bar & Locali;GBP;-24,12;-26,78;Spese;MOBILE_PAYMENT;Pagamento mobile;Colazione a Londra;2019-08-25 10:42:13;;;;0;false;;;1002;false
Contanti;TRANSFER;GBP;60,96;67,69;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 10:39:52;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-67,69;-67,69;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 10:39:52;;;;0;true;;;20001;false
Contanti;TRANSFER;CAD;-100,00;-67,69;Spese;CREDIT_CARD;Carta di credito;;2019-08-25 10:38:03;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;67,69;67,69;Entrata;CREDIT_CARD;Carta di credito;;2019-08-25 10:38:03;;;;0;true;;;20001;false
Contanti;Bar & Locali;CAD;-2,45;-1,66;Spese;CASH;Contanti;Patatine Starbucks;2019-08-25 10:04:52;;;;0;false;;;1002;false
Conto Unicredit;Bar & Locali;EUR;-8,97;-8,97;Spese;CREDIT_CARD;Carta di credito;StarBucks;2019-08-25 00:51:31;;;;0;false;;;1002;false
Conto Unicredit;Viaggi;EUR;-26,73;-26,73;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-24 22:31:32;;;;0;false;;;4002;false
Contanti;Regali;CAD;-17,24;-11,67;Spese;MOBILE_PAYMENT;Pagamento mobile;Maglietta Nova Scotia;2019-08-24 20:51:57;;;;0;false;;;2007;false
Contanti;Bar & Locali;CAD;-34,33;-23,24;Spese;MOBILE_PAYMENT;Pagamento mobile;Branch Halifax;2019-08-24 17:17:35;;;;0;false;;;1002;false
Contanti;Viaggi;CAD;-14,95;-10,12;Spese;MOBILE_PAYMENT;Pagamento mobile;Targhetta valigia;2019-08-24 17:16:04;;;;0;false;;;4002;false
Contanti;Viaggi;CAD;-60,00;-40,61;Spese;MOBILE_PAYMENT;Pagamento mobile;Checkin bagagli Halifax-Londra;2019-08-24 05:32:58;;;;0;false;;;4002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-133,17;-133,17;Spese;CREDIT_CARD;Carta di credito;Cena Halifax;2019-08-24 03:19:27;;;;0;false;;;1001;false
Conto Unicredit;Bar & Locali;EUR;-8,54;-8,54;Spese;CREDIT_CARD;Carta di credito;Merenda Wolfville;2019-08-23 21:57:34;;;;0;false;;;1002;false
Contanti;Cultura & Eventi sportivi;CAD;-31,20;-21,12;Spese;MOBILE_PAYMENT;Pagamento mobile;Museo Acadia;2019-08-23 19:33:26;;;;0;false;;;6003;false
Contanti;Ristoranti & Fast-food;CAD;-120,26;-81,40;Spese;MOBILE_PAYMENT;Pagamento mobile;Cena Peggy's Cove;2019-08-23 01:56:17;;;;0;false;;;1001;false
Contanti;Regali;CAD;-46,50;-31,47;Spese;MOBILE_PAYMENT;Pagamento mobile;Sciroppo d'acero;2019-08-22 20:57:31;;;;0;false;;;2007;false
Contanti;Ristoranti & Fast-food;CAD;-18,95;-12,83;Spese;MOBILE_PAYMENT;Pagamento mobile;Pranzo Pier Market Halifax;2019-08-22 19:02:09;;;;0;false;;;1001;false
Contanti;Cultura & Eventi sportivi;CAD;-52,75;-35,71;Spese;MOBILE_PAYMENT;Pagamento mobile;Museo dell'Immigrazione;2019-08-22 16:49:52;;;;0;false;;;6003;false
Conto Unicredit;Viaggi;EUR;-33,59;-33,59;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-22 03:16:05;;;;0;false;;;4002;false
Contanti;Ristoranti & Fast-food;CAD;-28,75;-19,46;Spese;MOBILE_PAYMENT;Pagamento mobile;Pranzo Halifax;2019-08-22 00:04:05;;;;0;false;;;1001;false
Contanti;Cultura & Eventi sportivi;CAD;-36,20;-24,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Museo del mare Halifax;2019-08-21 19:34:03;;;;0;false;;;6003;false
Contanti;Cultura & Eventi sportivi;CAD;-46,80;-31,68;Spese;MOBILE_PAYMENT;Pagamento mobile;Halifax Citadel;2019-08-21 17:53:53;;;;0;false;;;6003;false
Contanti;Bar & Locali;CAD;-17,64;-11,94;Spese;MOBILE_PAYMENT;Pagamento mobile;Colazione StarBucks;2019-08-21 15:47:57;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;CAD;-25,40;-17,19;Spese;CASH;Contanti;Cena da McDonald's;2019-08-21 01:01:15;;;;0;false;;;1001;false
Contanti;Viaggi;CAD;-42,00;-28,43;Spese;MOBILE_PAYMENT;Pagamento mobile;Benzina Canada;2019-08-20 21:48:22;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-3,00;-2,03;Spese;CASH;Contanti;Acqua;2019-08-20 21:44:57;;;;0;false;;;1002;false
Contanti;Intrattenimento;CAD;-15,70;-10,63;Spese;CASH;Contanti;Greenwich Park;2019-08-20 18:01:17;;;;0;false;;;6013;false
Conto Unicredit;Telefono;EUR;-6,00;-6,00;Spese;CREDIT_CARD;Carta di credito;Rate telefono Gaia;2019-08-20 04:50:04;;;;0;false;;;7001;false
Conto Unicredit;Viaggi;EUR;-31,04;-31,04;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-20 02:46:51;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-7,45;-5,02;Spese;CASH;Contanti;Autogrill to Charlottetown;2019-08-19 21:37:58;;;;0;false;;;1002;false
Contanti;Viaggi;CAD;-46,01;-31,03;Spese;MOBILE_PAYMENT;Pagamento mobile;Benzina Canada;2019-08-19 01:28:06;;;;0;false;;;4002;false
Contanti;TRANSFER;CAD;738,69;500,00;Entrata;CREDIT_CARD;Carta di credito;;2019-08-18 23:29:57;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-500,00;-500,00;Spese;CREDIT_CARD;Carta di credito;;2019-08-18 23:29:57;;;;0;true;;;20001;false
Contanti;Bar & Locali;CAD;-5,05;-3,41;Spese;CASH;Contanti;Noccioline;2019-08-18 23:25:33;;;;0;false;;;1002;false
Contanti;Viaggi;CAD;-126,30;-85,18;Spese;MOBILE_PAYMENT;Pagamento mobile;Traghetto Saint Simeon;2019-08-18 22:52:01;;;;0;false;;;4002;false
Contanti;Ristoranti & Fast-food;CAD;-12,11;-8,17;Spese;CASH;Contanti;Pranzo traghetto;2019-08-18 20:35:29;;;;0;false;;;1001;false
Contanti;Bar & Locali;CAD;-1,50;-1,01;Spese;CASH;Contanti;Patatine;2019-08-18 00:40:50;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;CAD;-106,10;-71,56;Spese;MOBILE_PAYMENT;Pagamento mobile;Hamburger Saguenay;2019-08-17 04:47:14;;;;0;false;;;1001;false
Contanti;Bar & Locali;CAD;-9,90;-6,68;Spese;CASH;Contanti;Gelato Saguenay;2019-08-17 00:00:08;;;;0;false;;;1002;false
Conto Unicredit;Viaggi;EUR;-28,97;-28,97;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-16 20:39:28;;;;0;false;;;4002;false
Contanti;Spesa;CAD;-21,92;-14,78;Spese;MOBILE_PAYMENT;Pagamento mobile;Spesa mini market Quebec;2019-08-16 00:22:20;;;;0;false;;;1000;false
Contanti;Ristoranti & Fast-food;CAD;-78,90;-53,21;Spese;MOBILE_PAYMENT;Pagamento mobile;Pranzo Quebec;2019-08-15 22:21:21;;;;0;false;;;1001;false
Contanti;Regali;CAD;-22,05;-14,93;Spese;CASH;Contanti;Souvenir;2019-08-15 18:40:07;;;;0;false;;;2007;false
Contanti;Bar & Locali;CAD;-3,20;-2,16;Spese;CASH;Contanti;Caffe starbucks;2019-08-15 16:47:49;;;;0;false;;;1002;false
Conto Unicredit;Casa & Giardino;EUR;-231,50;-231,50;Spese;CASH;Contanti;Tende balcone;2019-08-15 12:00:00;;;;0;false;;;2004;false
Contanti;Spesa;CAD;-82,51;-55,65;Spese;MOBILE_PAYMENT;Pagamento mobile;Spesa Quebec;2019-08-15 04:07:00;;;;0;false;;;1000;false
Contanti;Viaggi;CAD;-18,00;-12,14;Spese;MOBILE_PAYMENT;Pagamento mobile;Parcheggio Montreal;2019-08-15 01:00:10;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-4,90;-3,30;Spese;CASH;Contanti;StarBucks;2019-08-14 22:37:59;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;CAD;-16,75;-11,30;Spese;CASH;Contanti;Hamburger Circuito F1;2019-08-14 19:47:34;;;;0;false;;;1001;false
Contanti;Bar & Locali;CAD;-17,90;-12,07;Spese;CASH;Contanti;Colazione StarBucks;2019-08-14 15:41:17;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;CAD;-19,41;-13,09;Spese;MOBILE_PAYMENT;Pagamento mobile;Tim Hortons Montreal;2019-08-14 02:01:59;;;;0;false;;;1001;false
Conto Unicredit;Viaggi;EUR;-15,53;-15,53;Spese;CASH;Contanti;Parcheggio Montreal;2019-08-14 02:01:48;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-7,30;-4,92;Spese;CASH;Contanti;Snack Montreal;2019-08-14 02:00:43;;;;0;false;;;1002;false
Contanti;Bar & Locali;CAD;-3,45;-2,33;Spese;CASH;Contanti;Acqua;2019-08-13 19:06:31;;;;0;false;;;1002;false
Contanti;Bar & Locali;CAD;-85,55;-57,70;Spese;MOBILE_PAYMENT;Pagamento mobile;Colazione Eggsepctation Montreal;2019-08-13 17:31:18;;;;0;false;;;1002;false
Conto Unicredit;Viaggi;EUR;-34,49;-34,49;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-13 00:41:07;;;;0;false;;;4002;false
Contanti;Sport & Fitness;CAD;-40,82;-27,53;Spese;MOBILE_PAYMENT;Pagamento mobile;Canoa Mont-Tremblant;2019-08-13 00:39:07;;;;0;false;;;6002;false
Contanti;TRANSFER;CAD;593,08;400,00;Entrata;CREDIT_CARD;Carta di credito;;2019-08-12 16:08:29;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-400,00;-400,00;Spese;CREDIT_CARD;Carta di credito;;2019-08-12 16:08:29;;;;0;true;;;20001;false
Contanti;TRANSFER;EUR;-400,00;-400,00;Spese;CREDIT_CARD;Carta di credito;;2019-08-12 16:08:04;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;400,00;400,00;Entrata;CREDIT_CARD;Carta di credito;;2019-08-12 16:08:04;;;;0;true;;;20001;false
Contanti;Viaggi;CAD;-10,00;-8,27;Spese;MOBILE_PAYMENT;Pagamento mobile;Traghettino Ottawa;2019-08-11 21:17:31;;;;0;false;;;4002;false
Contanti;Intrattenimento;CAD;-129,99;-107,57;Spese;MOBILE_PAYMENT;Pagamento mobile;Parco Omega;2019-08-11 21:16:29;;;;0;false;;;6013;false
Contanti;Bar & Locali;CAD;-7,50;-6,21;Spese;MOBILE_PAYMENT;Pagamento mobile;BeaverTails;2019-08-11 18:51:05;;;;0;false;;;1002;false
Contanti;Libri & Abbonamenti;CAD;-24,15;-19,98;Spese;MOBILE_PAYMENT;Pagamento mobile;Power of Habits;2019-08-11 18:28:56;;;;0;false;;;6007;false
Conto Unicredit;Energia & Utenze;EUR;-40,00;-40,00;Spese;TRANSFER;Bonifico bancario;Bolletta internet;2019-08-11 04:42:28;;;;0;false;;;3002;false
Contanti;Ristoranti & Fast-food;CAD;-71,74;-59,36;Spese;MOBILE_PAYMENT;Pagamento mobile;Messicano Ottawa;2019-08-10 20:21:24;;;;0;false;;;1001;false
Conto Arancio;Stipendio;EUR;1214,00;1214,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2019-08-10 19:16:11;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;2308,10;2308,10;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2019-08-10 18:51:16;;;;0;false;;;10000;false
Contanti;Ristoranti & Fast-food;CAD;-43,81;-29,35;Spese;CASH;Contanti;Cibo;2019-08-10 15:34:06;;;;0;false;;;1001;false
Contanti;Stipendio;EUR;133,00;133,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2019-08-10 09:15:35;;;;0;false;;;10000;false
Contanti;Bar & Locali;CAD;-7,59;-5,09;Spese;MOBILE_PAYMENT;Pagamento mobile;Starbucks;2019-08-10 00:10:35;;;;0;false;;;1002;false
Conto Unicredit;Viaggi;EUR;-13,41;-13,41;Spese;CREDIT_CARD;Carta di credito;Parcheggio Kingstone;2019-08-09 16:11:31;;;;0;false;;;4002;false
Conto Unicredit;Viaggi;EUR;-36,37;-36,37;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-09 14:39:56;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-4,99;-4,13;Spese;CASH;Contanti;Onion rings;2019-08-08 19:56:40;;;;0;false;;;1002;false
Conto Unicredit;Viaggi;EUR;-33,92;-33,92;Spese;CREDIT_CARD;Carta di credito;Benzina Canada;2019-08-08 04:38:10;;;;0;false;;;4002;false
Contanti;Bar & Locali;CAD;-5,60;-4,63;Spese;CASH;Contanti;Starbucks;2019-08-08 04:18:37;;;;0;false;;;1002;false
Contanti;Regali;CAD;-42,89;-35,49;Spese;TRANSFER;Bonifico bancario;Regalo Vittorio Hard Rock;2019-08-07 21:22:05;;;;0;false;;;2007;false
Contanti;Bar & Locali;CAD;-10,00;-8,27;Spese;CASH;Contanti;Colazione StarBucks;2019-08-07 15:02:38;;;;0;false;;;1002;false
Contanti;Spesa;CAD;-19,95;-16,51;Spese;CASH;Contanti;Cena ultima sera Toronto;2019-08-07 14:47:48;;;;0;false;;;1000;false
Contanti;Intrattenimento;CAD;-239,56;-198,24;Spese;MOBILE_PAYMENT;Pagamento mobile;CN Tower;2019-08-07 00:20:43;;;;0;false;;;6013;false
Contanti;Spesa;CAD;-7,00;-4,69;Spese;CASH;Contanti;Cibo Toronto;2019-08-06 19:06:25;;;;0;false;;;1000;false
Contanti;Bar & Locali;CAD;-17,58;-14,55;Spese;MOBILE_PAYMENT;Pagamento mobile;Colazione StarBucks;2019-08-06 16:13:00;;;;0;false;;;1002;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-89,36;-89,36;Spese;CREDIT_CARD;Carta di credito;Negozio TorontoRaptors;2019-08-06 14:12:45;;;;0;false;;;2000;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;176,00;176,00;Entrata;TRANSFER;Bonifico bancario;Rimborso Canada;2019-08-06 04:31:53;;;;0;false;;;10008;false
Contanti;Ristoranti & Fast-food;CAD;-122,10;-83,55;Spese;CASH;Contanti;Jack Astor;2019-08-06 04:10:07;;;;0;false;;;1001;false
Contanti;TRANSFER;CAD;20,00;16,55;Entrata;CREDIT_CARD;Carta di credito;;2019-08-06 01:08:55;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-16,55;-16,55;Spese;CREDIT_CARD;Carta di credito;;2019-08-06 01:08:55;;;;0;true;;;20001;false
Contanti;TRANSFER;EUR;-16,55;-16,55;Spese;CASH;Contanti;;2019-08-06 01:07:38;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;16,55;16,55;Entrata;CASH;Contanti;;2019-08-06 01:07:38;;;;0;true;;;20001;false
Contanti;Bar & Locali;CAD;-8,35;-5,71;Spese;CASH;Contanti;Starbucks;2019-08-06 01:05:25;;;;0;false;;;1002;false
Contanti;Bellezza & Benessere;CAD;-5,07;-3,47;Spese;MOBILE_PAYMENT;Pagamento mobile;Salviette intime;2019-08-05 19:14:28;;;;0;false;;;2002;false
Conto Unicredit;Bar & Locali;EUR;-58,05;-58,05;Spese;CREDIT_CARD;Carta di credito;Colazione Toronto primo giorno;2019-08-05 16:00:50;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;CAD;-20,55;-14,20;Spese;MOBILE_PAYMENT;Pagamento mobile;Cena Subway Toronto;2019-08-04 22:00:24;;;;0;false;;;1001;false
Contanti;Viaggi;CAD;-24,70;-17,07;Spese;CASH;Contanti;Transfer aereoporto;2019-08-04 22:00:17;;;;0;false;;;4002;false
Contanti;Ristoranti & Fast-food;EUR;-39,90;-39,90;Spese;CASH;Contanti;Pranzo aereoporto;2019-08-04 13:42:45;;;;0;false;;;1001;false
Contanti;Tempo libero;EUR;-1,70;-1,70;Spese;CASH;Contanti;Settimana enigmistica;2019-08-04 13:41:51;;;;0;false;;;2009;false
Conto Unicredit;Bellezza & Benessere;EUR;-28,00;-28,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Prolungamento QC terme;2019-08-04 09:15:51;;;;0;false;;;6001;false
