account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Conto Arancio;Ristoranti & Fast-food;EUR;-17,70;-17,70;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2020-07-30 21:03:07;;;;0;false;;;1001;false
Conto Arancio;Bellezza & Benessere;EUR;-40,00;-40,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2020-07-30 20:48:05;;;;0;false;;;2002;false
PAC;TRANSFER;EUR;1000,00;1000,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Trasferimento a Degiro;2020-07-30 13:30:36;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;-1000,00;-1000,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Trasferimento a Degiro;2020-07-30 13:30:36;;;;0;true;;;20001;false
Contanti;TRANSFER;EUR;100,00;100,00;Entrata;CASH;Contanti;Prelievo;2020-07-29 19:59:00;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-100,00;-100,00;Spese;CASH;Contanti;Prelievo;2020-07-29 19:59:00;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;1000,00;1000,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Trasferimento in conto Unicredit;2020-07-29 08:13:44;;;;0;true;;;20001;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;30,50;30,50;Entrata;MOBILE_PAYMENT;Pagamento mobile;Ricarica Spotify (Rama);2020-07-29 08:09:22;;;;0;false;;;10008;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;MOBILE_PAYMENT;Pagamento mobile;Abbonamento Spotify;2020-07-28 22:05:35;;;;0;false;;;6007;false
Contanti;Bar & Locali;EUR;-0,50;-0,50;Spese;CASH;Contanti;Caffe kalpa;2020-07-28 20:06:06;;;;0;false;;;1002;false
Conto Unicredit;TRANSFER;EUR;-300,00;-300,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Trasferimento a conto arancio;2020-07-28 08:49:14;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;300,00;300,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Trasferimento a conto arancio;2020-07-28 08:49:14;;;;0;true;;;20001;false
Conto Arancio;Spesa;EUR;-16,71;-16,71;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-07-27 21:49:07;;;;0;false;;;1000;false
Contanti;Parcheggio;EUR;-2,50;-2,50;Spese;CASH;Contanti;Parcheggio Lecco;2020-07-26 18:29:04;;;;0;false;;;5001;false
Contanti;Bar & Locali;EUR;-1,50;-1,50;Spese;CASH;Contanti;Acqua;2020-07-26 17:09:43;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-5,80;-5,80;Spese;MOBILE_PAYMENT;Pagamento mobile;Gelato a Lecco;2020-07-26 17:09:18;;;;0;false;;;1002;false
Conto Arancio;Regali;EUR;-84,00;-84,00;Spese;DEBIT_CARD;Carta di debito;Regalo telefono Laura;2020-07-24 22:19:01;;;;0;false;;;2007;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;DEBIT_CARD;Carta di debito;Caffe Gaia lavoro;2020-07-22 20:05:13;;;;0;false;;;1002;false
Conto Arancio;Spesa;EUR;-50,49;-50,49;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-07-22 20:04:40;;;;0;false;;;1000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-16,50;-16,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza con Cannone;2020-07-22 20:04:14;;;;0;false;;;1001;false
Conto Arancio;Ristoranti & Fast-food;EUR;-8,89;-8,89;Spese;DEBIT_CARD;Carta di debito;Pranzo Gaia;2020-07-21 22:06:23;;;;0;false;;;1001;false
Conto Arancio;Eventi;EUR;-32,90;-32,90;Spese;DEBIT_CARD;Carta di debito;Pasticcini Gaia;2020-07-21 22:05:52;;;;0;false;;;6004;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-07-20 12:00:00;;;;0;false;;;8001;false
Conto Arancio;Viaggi;EUR;-3,30;-3,30;Spese;DEBIT_CARD;Carta di debito;Casello Roncaccio;2020-07-19 20:55:50;;;;0;false;;;4002;false
Revolut;Ristoranti & Fast-food;EUR;-17,10;-17,10;Spese;CREDIT_CARD;Carta di credito;Cena da McDonald's;2020-07-19 20:54:47;;;;0;false;;;1001;false
Revolut;Parcheggio;EUR;-2,00;-2,00;Spese;CREDIT_CARD;Carta di credito;Parcheggio Porto Ceresio;2020-07-19 12:33:52;;;;0;false;;;5001;false
Conto Arancio;Viaggi;EUR;-3,30;-3,30;Spese;DEBIT_CARD;Carta di debito;Casello Roncaccio;2020-07-18 09:09:46;;;;0;false;;;4002;false
Conto Unicredit;Carburante;EUR;-30,02;-30,02;Spese;DEBIT_CARD;Carta di debito;Benzina smart;2020-07-17 19:26:14;;;;0;false;;;5000;false
Conto Arancio;Farmacia;EUR;-6,00;-6,00;Spese;DEBIT_CARD;Carta di debito;Medicinali;2020-07-17 18:26:23;;;;0;false;;;2011;false
Contanti;Ristoranti & Fast-food;EUR;-8,00;-8,00;Spese;CASH;Contanti;Pranzo Gaia;2020-07-17 18:25:59;;;;0;false;;;1001;false
Conto Arancio;Bar & Locali;EUR;-10,00;-10,00;Spese;DEBIT_CARD;Carta di debito;Colazione Gaia;2020-07-17 18:25:21;;;;0;false;;;1002;false
Contanti;Ristoranti & Fast-food;EUR;-5,00;-5,00;Spese;CASH;Contanti;Pizza;2020-07-17 18:21:08;;;;0;false;;;1001;false
Contanti;Bellezza & Benessere;EUR;-18,00;-18,00;Spese;CASH;Contanti;Parrucchiere;2020-07-17 18:19:03;;;;0;false;;;2002;false
Conto Unicredit;Carburante;EUR;-15,00;-15,00;Spese;DEBIT_CARD;Carta di debito;Benzina smart;2020-07-13 20:42:14;;;;0;false;;;5000;false
Conto Arancio;Stipendio;EUR;85,00;85,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia (Prina);2020-07-13 20:27:47;;;;0;false;;;10000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-10,00;-10,00;Spese;MOBILE_PAYMENT;Pagamento mobile;Pizza;2020-07-12 19:15:36;;;;0;false;;;1001;false
Conto Unicredit;Farmacia;EUR;-14,90;-14,90;Spese;DEBIT_CARD;Carta di debito;Shampoo Gaia;2020-07-12 19:01:57;;;;0;false;;;2011;false
Conto Deposito Santander;Interessi & Dividendi;EUR;5,49;5,49;Entrata;TRANSFER;Bonifico bancario;Interessi conto deposito;2020-07-12 14:12:47;;;;0;false;;;10001;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;20,00;20,00;Entrata;TRANSFER;Bonifico bancario;Ricarica spotify (Sara);2020-07-12 11:39:57;;;;0;false;;;10008;false
Conto Unicredit;TRANSFER;EUR;-1000,00;-1000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-07-12 11:10:33;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;1000,00;1000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-07-12 11:10:33;;;;0;true;;;20001;false
Conto Unicredit;TRANSFER;EUR;1000,00;1000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-07-12 11:10:17;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-1000,00;-1000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto Unicredit;2020-07-12 11:10:17;;;;0;true;;;20001;false
Revolut;Bar & Locali;EUR;-5,60;-5,60;Spese;DEBIT_CARD;Carta di debito;Colazione McDonald's;2020-07-12 09:09:55;;;;0;false;;;1002;false
Conto Unicredit;TRANSFER;EUR;-2000,00;-2000,00;Spese;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-07-11 22:57:01;;;;0;true;;;20001;false
Conto Deposito Santander;TRANSFER;EUR;2000,00;2000,00;Entrata;TRANSFER;Bonifico bancario;Trasferimento in conto deposito;2020-07-11 22:57:01;;;;0;true;;;20001;false
Conto Arancio;Casa & Giardino;EUR;-500,00;-500,00;Spese;TRANSFER;Bonifico bancario;Saldo mobile corridoio;2020-07-11 22:43:08;;;;0;false;;;2004;false
Conto Unicredit;Casa & Giardino;EUR;-500,00;-500,00;Spese;TRANSFER;Bonifico bancario;Saldo mobile corridoio;2020-07-11 22:42:17;;;;0;false;;;2004;false
Contanti;Ristoranti & Fast-food;EUR;-4,00;-4,00;Spese;CASH;Contanti;Pizza da Scarpe;2020-07-10 22:00:36;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-4,00;-4,00;Spese;CASH;Contanti;Caffe;2020-07-10 20:06:26;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-2,20;-2,20;Spese;CREDIT_CARD;Carta di credito;Caffe kalpa;2020-07-10 12:54:11;;;;0;false;;;1002;false
Conto Arancio;Stipendio;EUR;1093,00;1093,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base;2020-07-10 12:00:44;;;;0;false;;;10000;false
Ticket;Stipendio;EUR;140,00;140,00;Entrata;VOUCHER;Coupon;Stipendio Niccolò Ticket;2020-07-10 12:00:00;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;2257,84;2257,84;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base;2020-07-10 00:08:15;;;;0;false;;;10000;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-24,00;-24,00;Spese;DEBIT_CARD;Carta di debito;Sushi;2020-07-09 20:03:29;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-07-09 18:01:23;;;;0;false;;;1002;false
Revolut;Libri & Abbonamenti;EUR;-18,75;-18,75;Spese;MOBILE_PAYMENT;Pagamento mobile;Headspace;2020-07-08 16:07:49;;;;0;false;;;6007;false
Conto Unicredit;Telefono;EUR;-16,00;-16,00;Spese;CASH;Contanti;Telefono Gaia;2020-07-08 12:00:00;;;;0;false;;;7001;false
Conto Unicredit;Abbigliamento & Scarpe;EUR;-17,99;-17,99;Spese;CREDIT_CARD;Carta di credito;Infradito;2020-07-07 21:08:53;;;;0;false;;;2000;false
Conto Unicredit;Spesa;EUR;-14,35;-14,35;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-07-07 20:16:28;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-07-07 20:15:34;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-0,50;-0,50;Spese;CASH;Contanti;Caffe;2020-07-07 20:13:14;;;;0;false;;;1002;false
Revolut;Bar & Locali;EUR;-2,50;-2,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Cannolo siciliano;2020-07-07 17:51:32;;;;0;false;;;1002;false
Contanti;Manutenzione;EUR;-160,00;-160,00;Spese;CASH;Contanti;Ana;2020-07-07 12:00:00;;;;0;false;;;3004;false
Conto Unicredit;Libri & Abbonamenti;EUR;-9,99;-9,99;Spese;CREDIT_CARD;Carta di credito;Libro Bomba Atomica - Mercadini;2020-07-06 23:13:47;;;;0;false;;;6007;false
Contanti;Bar & Locali;EUR;-5,50;-5,50;Spese;CASH;Contanti;Gelato;2020-07-06 21:10:18;;;;0;false;;;1002;false
Contanti;TRANSFER;EUR;150,00;150,00;Entrata;CASH;Contanti;Prelievo;2020-07-06 21:09:38;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-150,00;-150,00;Spese;CASH;Contanti;Prelievo;2020-07-06 21:09:38;;;;0;true;;;20001;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-07-06 19:47:09;;;;0;false;;;1002;false
Conto Unicredit;TRANSFER;EUR;-100,00;-100,00;Spese;TRANSFER;Bonifico bancario;Trasferimento a MoneyFarm;2020-07-02 21:49:52;;;;0;true;;;20001;false
Conto Arancio;Bar & Locali;EUR;-3,40;-3,40;Spese;DEBIT_CARD;Carta di debito;Colazione Gaia;2020-07-02 18:47:43;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-07-01 21:53:37;;;;0;false;;;1002;false
Conto Unicredit;Tariffe, tasse;EUR;-3,85;-3,85;Spese;CASH;Contanti;Tassa conto corrente;2020-07-01 12:00:00;;;;0;false;;;8005;false
Conto Unicredit;Mutuo;EUR;-570,28;-570,28;Spese;CASH;Contanti;Mutuo;2020-07-01 12:00:00;;;;0;false;;;3001;false
Conto Unicredit;Carburante;EUR;-15,00;-15,00;Spese;DEBIT_CARD;Carta di debito;Benzina smart;2020-06-30 21:36:14;;;;0;false;;;5000;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-06-30 19:33:14;;;;0;false;;;1002;false
Conto Arancio;Stipendio;EUR;556,00;556,00;Entrata;TRANSFER;Bonifico bancario;Stipendio Gaia base quattordicesima;2020-06-30 18:41:59;;;;0;false;;;10000;false
Conto Unicredit;Stipendio;EUR;1493,87;1493,87;Entrata;TRANSFER;Bonifico bancario;Stipendio Niccolò base quattordicesima;2020-06-30 00:07:44;;;;0;false;;;10000;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-06-29 19:00:31;;;;0;false;;;1002;false
Conto Unicredit;Rimborsi (tasse, acquisti);EUR;22,00;22,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Ricarica spotify (Fabry);2020-06-28 21:54:44;;;;0;false;;;10008;false
Conto Unicredit;Libri & Abbonamenti;EUR;-14,99;-14,99;Spese;DEBIT_CARD;Carta di debito;Abbonamento Spotify;2020-06-28 21:46:21;;;;0;false;;;6007;false
Conto Unicredit;Casa & Giardino;EUR;-38,70;-38,70;Spese;DEBIT_CARD;Carta di debito;Ikea;2020-06-28 20:53:14;;;;0;false;;;2004;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-16,70;-16,70;Spese;DEBIT_CARD;Carta di debito;Cena da McDonald's;2020-06-28 20:26:56;;;;0;false;;;1001;false
Conto Unicredit;Casa & Giardino;EUR;-144,05;-144,05;Spese;DEBIT_CARD;Carta di debito;Leroy Merlin;2020-06-28 18:49:08;;;;0;false;;;2004;false
Conto Unicredit;Spesa;EUR;-21,81;-21,81;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-06-28 10:40:48;;;;0;false;;;1000;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-06-28 10:39:19;;;;0;false;;;1000;false
Conto Arancio;Abbigliamento & Scarpe;EUR;-49,90;-49,90;Spese;DEBIT_CARD;Carta di debito;Pantaloni Gaia;2020-06-27 14:01:00;;;;0;false;;;2000;false
Contanti;Bar & Locali;EUR;-2,20;-2,20;Spese;CASH;Contanti;Caffe;2020-06-27 12:44:14;;;;0;false;;;1002;false
Conto Unicredit;Energia & Utenze;EUR;-68,09;-68,09;Spese;CASH;Contanti;Bolletta Luce;2020-06-27 12:00:00;;;;0;false;;;3002;false
Conto Unicredit;Parcheggio;EUR;-6,00;-6,00;Spese;CREDIT_CARD;Carta di credito;Parcheggio a Milano;2020-06-27 10:53:31;;;;0;false;;;5001;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-24,00;-24,00;Spese;DEBIT_CARD;Carta di debito;Sushi;2020-06-26 20:21:25;;;;0;false;;;1001;false
Conto Unicredit;Elettronica;EUR;-16,99;-16,99;Spese;CREDIT_CARD;Carta di credito;Mouse;2020-06-26 17:16:28;;;;0;false;;;2006;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe;2020-06-25 21:18:40;;;;0;false;;;1002;false
Conto Arancio;Bellezza & Benessere;EUR;-45,00;-45,00;Spese;DEBIT_CARD;Carta di debito;Estetista;2020-06-25 21:12:41;;;;0;false;;;2002;false
Revolut;Rimborsi (tasse, acquisti);EUR;1,00;1,00;Entrata;MOBILE_PAYMENT;Pagamento mobile;Rimborso caffè;2020-06-23 21:58:42;;;;0;false;;;10008;false
Conto Unicredit;Servizi;EUR;-306,01;-306,01;Spese;CASH;Contanti;Spese condominiali 2019/2020 4 rata;2020-06-23 12:00:41;;;;0;false;;;3003;false
Contanti;TRANSFER;EUR;10,00;10,00;Entrata;CASH;Contanti;Rimborso ikea;2020-06-23 07:38:23;;;;0;true;;;20001;false
Conto Arancio;TRANSFER;EUR;-10,00;-10,00;Spese;CASH;Contanti;Rimborso ikea;2020-06-23 07:38:23;;;;0;true;;;20001;false
Contanti;Ristoranti & Fast-food;EUR;-3,10;-3,10;Spese;CASH;Contanti;Caffe Gaia lavoro;2020-06-22 19:10:45;;;;0;false;;;1001;false
Contanti;Bar & Locali;EUR;-6,00;-6,00;Spese;CASH;Contanti;Gelato;2020-06-20 22:58:56;;;;0;false;;;1002;false
Conto Unicredit;Assicurazioni;EUR;-7,63;-7,63;Spese;CASH;Contanti;Assicurazione Vita;2020-06-20 12:00:00;;;;0;false;;;8001;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-06-19 23:57:04;;;;0;false;;;1002;false
Conto Unicredit;Ristoranti & Fast-food;EUR;-24,00;-24,00;Spese;DEBIT_CARD;Carta di debito;Sushi;2020-06-19 23:06:49;;;;0;false;;;1001;false
Revolut;Bar & Locali;EUR;-2,50;-2,50;Spese;MOBILE_PAYMENT;Pagamento mobile;Cannolo siciliano;2020-06-19 12:26:15;;;;0;false;;;1002;false
Conto Unicredit;Energia & Utenze;EUR;-73,77;-73,77;Spese;CASH;Contanti;Bolletta internet linea fissa;2020-06-19 12:00:00;;;;0;false;;;3002;false
Contanti;Bar & Locali;EUR;-1,00;-1,00;Spese;CASH;Contanti;Caffe;2020-06-18 21:02:17;;;;0;false;;;1002;false
Ticket;Spesa;EUR;-56,00;-56,00;Spese;VOUCHER;Coupon;Spesa con ticket;2020-06-18 20:58:48;;;;0;false;;;1000;false
Conto Unicredit;Spesa;EUR;-52,86;-52,86;Spese;DEBIT_CARD;Carta di debito;Spesa;2020-06-18 20:58:23;;;;0;false;;;1000;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-06-18 18:41:45;;;;0;false;;;1002;false
Contanti;Bar & Locali;EUR;-2,00;-2,00;Spese;CASH;Contanti;Caffe;2020-06-17 21:48:33;;;;0;false;;;1002;false
